date,item,units_sold,price_usd,revenue_usd,promo_flag,holiday_flag,weekend_flag,stockout_flag
2023-06-06 00:00:00,Chicken_Breast,186,5.37,999.53,0,0,0,0
2023-06-07 00:00:00,Chicken_Breast,184,5.38,989.73,0,0,0,0
2023-06-08 00:00:00,Chicken_Breast,159,5.39,856.39,0,0,0,0
2023-06-09 00:00:00,Chicken_Breast,162,5.38,872.02,0,0,0,0
2023-06-10 00:00:00,Chicken_Breast,135,5.37,725.14,0,0,1,0
2023-06-11 00:00:00,Chicken_Breast,168,5.37,902.94,0,0,1,0
2023-06-12 00:00:00,Chicken_Breast,137,5.38,736.39,0,0,0,0
2023-06-13 00:00:00,Chicken_Breast,163,5.37,874.78,0,0,0,0
2023-06-14 00:00:00,Chicken_Breast,176,5.37,944.96,0,0,0,0
2023-06-15 00:00:00,Chicken_Breast,158,5.37,847.73,0,0,0,0
2023-06-16 00:00:00,Chicken_Breast,150,5.37,805.71,0,0,0,0
2023-06-17 00:00:00,Chicken_Breast,185,4.86,898.48,1,0,1,0
2023-06-18 00:00:00,Chicken_Breast,193,4.98,960.81,1,0,1,0
2023-06-19 00:00:00,Chicken_Breast,208,5.02,1044.33,1,1,0,0
2023-06-20 00:00:00,Chicken_Breast,206,5.07,1045.27,1,0,0,0
2023-06-21 00:00:00,Chicken_Breast,219,4.76,1042.06,1,0,0,0
2023-06-22 00:00:00,Chicken_Breast,203,5.1,1036.07,1,0,0,0
2023-06-23 00:00:00,Chicken_Breast,142,5.38,763.43,0,0,0,0
2023-06-24 00:00:00,Chicken_Breast,151,5.38,812.22,0,0,1,0
2023-06-25 00:00:00,Chicken_Breast,140,5.37,752.48,0,0,1,0
2023-06-26 00:00:00,Chicken_Breast,172,5.37,923.72,0,0,0,0
2023-06-27 00:00:00,Chicken_Breast,170,5.37,912.07,0,0,0,0
2023-06-28 00:00:00,Chicken_Breast,160,5.37,859.27,0,0,0,0
2023-06-29 00:00:00,Chicken_Breast,154,5.37,827.55,0,0,0,0
2023-06-30 00:00:00,Chicken_Breast,155,5.38,834.37,0,0,0,0
2023-07-01 00:00:00,Chicken_Breast,148,5.39,798.12,0,0,1,0
2023-07-02 00:00:00,Chicken_Breast,157,5.4,847.47,0,0,1,0
2023-07-03 00:00:00,Chicken_Breast,157,5.4,848.12,0,0,0,0
2023-07-04 00:00:00,Chicken_Breast,179,5.41,967.61,0,1,0,0
2023-07-05 00:00:00,Chicken_Breast,172,5.41,929.72,0,0,0,0
2023-07-06 00:00:00,Chicken_Breast,157,5.41,849.49,0,0,0,0
2023-07-07 00:00:00,Chicken_Breast,196,4.98,976.55,1,0,0,0
2023-07-08 00:00:00,Chicken_Breast,174,4.78,832.23,1,0,1,0
2023-07-09 00:00:00,Chicken_Breast,177,4.84,856.71,1,0,1,0
2023-07-10 00:00:00,Chicken_Breast,189,4.99,943.89,1,0,0,0
2023-07-11 00:00:00,Chicken_Breast,222,4.99,1107.86,1,0,0,0
2023-07-12 00:00:00,Chicken_Breast,204,5.11,1043.25,1,0,0,0
2023-07-13 00:00:00,Chicken_Breast,157,5.39,846.17,0,0,0,0
2023-07-14 00:00:00,Chicken_Breast,143,5.39,771.2,0,0,0,0
2023-07-15 00:00:00,Chicken_Breast,158,5.4,852.88,0,0,1,0
2023-07-16 00:00:00,Chicken_Breast,132,5.4,712.8,0,0,1,0
2023-07-17 00:00:00,Chicken_Breast,141,5.4,761.13,0,0,0,0
2023-07-18 00:00:00,Chicken_Breast,174,5.39,937.38,0,0,0,0
2023-07-19 00:00:00,Chicken_Breast,181,5.39,976.28,0,0,0,0
2023-07-20 00:00:00,Chicken_Breast,152,5.41,821.8,0,0,0,0
2023-07-21 00:00:00,Chicken_Breast,138,5.41,746.36,0,0,0,0
2023-07-22 00:00:00,Chicken_Breast,154,5.41,833.34,0,0,1,0
2023-07-23 00:00:00,Chicken_Breast,163,5.41,881.38,0,0,1,0
2023-07-24 00:00:00,Chicken_Breast,144,5.42,779.99,0,0,0,0
2023-07-25 00:00:00,Chicken_Breast,163,5.42,883.87,0,0,0,0
2023-07-26 00:00:00,Chicken_Breast,147,5.42,796.83,0,0,0,0
2023-07-27 00:00:00,Chicken_Breast,147,5.43,797.79,0,0,0,0
2023-07-28 00:00:00,Chicken_Breast,144,5.43,781.59,0,0,0,0
2023-07-29 00:00:00,Chicken_Breast,147,5.43,797.92,0,0,1,0
2023-07-30 00:00:00,Chicken_Breast,123,5.43,667.7,0,0,1,0
2023-07-31 00:00:00,Chicken_Breast,137,5.43,744.1,0,0,0,0
2023-08-01 00:00:00,Chicken_Breast,197,5.03,991.17,1,0,0,0
2023-08-02 00:00:00,Chicken_Breast,180,5.15,927.12,1,0,0,0
2023-08-03 00:00:00,Chicken_Breast,198,4.98,985.28,1,0,0,0
2023-08-04 00:00:00,Chicken_Breast,167,5.04,840.96,1,0,0,0
2023-08-05 00:00:00,Chicken_Breast,170,4.83,821.12,1,0,1,0
2023-08-06 00:00:00,Chicken_Breast,190,5.11,970.2,1,0,1,0
2023-08-07 00:00:00,Chicken_Breast,143,5.44,778.25,0,0,0,0
2023-08-08 00:00:00,Chicken_Breast,166,5.44,902.65,0,0,0,0
2023-08-09 00:00:00,Chicken_Breast,157,5.44,854.41,0,0,0,0
2023-08-10 00:00:00,Chicken_Breast,150,5.44,815.6,0,0,0,0
2023-08-11 00:00:00,Chicken_Breast,153,5.44,831.69,0,0,0,0
2023-08-12 00:00:00,Chicken_Breast,138,5.44,750.9,0,0,1,0
2023-08-13 00:00:00,Chicken_Breast,136,5.44,739.47,0,0,1,0
2023-08-14 00:00:00,Chicken_Breast,153,5.43,831.13,0,0,0,0
2023-08-15 00:00:00,Chicken_Breast,164,5.44,891.53,0,0,0,0
2023-08-16 00:00:00,Chicken_Breast,139,5.44,756.37,0,0,0,0
2023-08-17 00:00:00,Chicken_Breast,148,5.44,805.12,0,0,0,0
2023-08-18 00:00:00,Chicken_Breast,153,5.44,832.9,0,0,0,0
2023-08-19 00:00:00,Chicken_Breast,128,5.45,697,0,0,1,0
2023-08-20 00:00:00,Chicken_Breast,144,5.44,783.22,0,0,1,0
2023-08-21 00:00:00,Chicken_Breast,148,5.44,804.87,0,0,0,0
2023-08-22 00:00:00,Chicken_Breast,147,5.44,799.37,0,0,0,0
2023-08-23 00:00:00,Chicken_Breast,156,5.45,850.18,0,0,0,0
2023-08-24 00:00:00,Chicken_Breast,139,5.45,757.14,0,0,0,0
2023-08-25 00:00:00,Chicken_Breast,140,5.45,763,0,0,0,0
2023-08-26 00:00:00,Chicken_Breast,139,5.45,757.19,0,0,1,0
2023-08-27 00:00:00,Chicken_Breast,150,5.45,818.11,0,0,1,0
2023-08-28 00:00:00,Chicken_Breast,146,5.46,797.12,0,0,0,0
2023-08-29 00:00:00,Chicken_Breast,156,5.47,852.78,0,0,0,0
2023-08-30 00:00:00,Chicken_Breast,170,5.47,929.89,0,0,0,0
2023-08-31 00:00:00,Chicken_Breast,136,5.47,743.5,0,0,0,0
2023-09-01 00:00:00,Chicken_Breast,135,5.47,737.84,0,0,0,0
2023-09-02 00:00:00,Chicken_Breast,142,5.46,775.39,0,0,1,0
2023-09-03 00:00:00,Chicken_Breast,138,5.46,753.91,0,0,1,0
2023-09-04 00:00:00,Chicken_Breast,154,5.45,839.51,0,1,0,0
2023-09-05 00:00:00,Chicken_Breast,153,5.45,833.89,0,0,0,0
2023-09-06 00:00:00,Chicken_Breast,163,5.45,888.03,0,0,0,0
2023-09-07 00:00:00,Chicken_Breast,142,5.45,773.79,0,0,0,0
2023-09-08 00:00:00,Chicken_Breast,134,5.45,729.7,0,0,0,0
2023-09-09 00:00:00,Chicken_Breast,156,5.45,849.58,0,0,1,0
2023-09-10 00:00:00,Chicken_Breast,124,5.44,674.93,0,0,1,0
2023-09-11 00:00:00,Chicken_Breast,147,5.44,800.29,0,0,0,0
2023-09-12 00:00:00,Chicken_Breast,141,5.44,767.71,0,0,0,0
2023-09-13 00:00:00,Chicken_Breast,155,5.45,844.72,0,0,0,0
2023-09-14 00:00:00,Chicken_Breast,141,5.45,768.12,0,0,0,0
2023-09-15 00:00:00,Chicken_Breast,134,5.44,728.95,0,0,0,0
2023-09-16 00:00:00,Chicken_Breast,119,5.43,646.1,0,0,1,0
2023-09-17 00:00:00,Chicken_Breast,134,5.43,728.22,0,0,1,0
2023-09-18 00:00:00,Chicken_Breast,124,5.43,673.55,0,0,0,0
2023-09-19 00:00:00,Chicken_Breast,147,5.43,798.45,0,0,0,0
2023-09-20 00:00:00,Chicken_Breast,164,5.43,890.94,0,0,0,0
2023-09-21 00:00:00,Chicken_Breast,143,5.43,776.96,0,0,0,0
2023-09-22 00:00:00,Chicken_Breast,145,5.44,788.83,0,0,0,0
2023-09-23 00:00:00,Chicken_Breast,138,5.44,751.33,0,0,1,0
2023-09-24 00:00:00,Chicken_Breast,130,5.44,707.48,0,0,1,0
2023-09-25 00:00:00,Chicken_Breast,135,5.44,734.49,0,0,0,0
2023-09-26 00:00:00,Chicken_Breast,159,5.44,865.74,0,0,0,0
2023-09-27 00:00:00,Chicken_Breast,157,5.45,855.25,0,0,0,0
2023-09-28 00:00:00,Chicken_Breast,129,5.45,702.45,0,0,0,0
2023-09-29 00:00:00,Chicken_Breast,133,5.44,723.13,0,0,0,0
2023-09-30 00:00:00,Chicken_Breast,129,5.44,701.38,0,0,1,0
2023-10-01 00:00:00,Chicken_Breast,143,5.44,777.65,0,0,1,0
2023-10-02 00:00:00,Chicken_Breast,147,5.44,799.48,0,0,0,0
2023-10-03 00:00:00,Chicken_Breast,149,5.44,810.53,0,0,0,0
2023-10-04 00:00:00,Chicken_Breast,167,5.44,909.22,0,0,0,0
2023-10-05 00:00:00,Chicken_Breast,148,5.43,804.16,0,0,0,0
2023-10-06 00:00:00,Chicken_Breast,124,5.43,673.59,0,0,0,0
2023-10-07 00:00:00,Chicken_Breast,127,5.43,690.03,0,0,1,0
2023-10-08 00:00:00,Chicken_Breast,119,5.43,645.98,0,0,1,0
2023-10-09 00:00:00,Chicken_Breast,149,5.43,808.33,0,1,0,0
2023-10-10 00:00:00,Chicken_Breast,154,5.43,836.13,0,0,0,0
2023-10-11 00:00:00,Chicken_Breast,154,5.43,836.72,0,0,0,0
2023-10-12 00:00:00,Chicken_Breast,146,5.42,792.02,0,0,0,0
2023-10-13 00:00:00,Chicken_Breast,133,5.43,722.1,0,0,0,0
2023-10-14 00:00:00,Chicken_Breast,137,5.44,745.24,0,0,1,0
2023-10-15 00:00:00,Chicken_Breast,138,5.44,750.59,0,0,1,0
2023-10-16 00:00:00,Chicken_Breast,129,5.43,700.67,0,0,0,0
2023-10-17 00:00:00,Chicken_Breast,148,5.44,804.82,0,0,0,0
2023-10-18 00:00:00,Chicken_Breast,157,5.43,853.02,0,0,0,0
2023-10-19 00:00:00,Chicken_Breast,194,4.99,967.78,1,0,0,0
2023-10-20 00:00:00,Chicken_Breast,185,4.84,896.24,1,0,0,0
2023-10-21 00:00:00,Chicken_Breast,177,5.08,899.91,1,0,1,0
2023-10-22 00:00:00,Chicken_Breast,176,5.07,891.65,1,0,1,0
2023-10-23 00:00:00,Chicken_Breast,176,4.94,868.83,1,0,0,0
2023-10-24 00:00:00,Chicken_Breast,192,5.15,988.52,1,0,0,0
2023-10-25 00:00:00,Chicken_Breast,161,5.41,871.7,0,0,0,0
2023-10-26 00:00:00,Chicken_Breast,140,5.41,757.37,0,0,0,0
2023-10-27 00:00:00,Chicken_Breast,132,5.4,713.06,0,0,0,0
2023-10-28 00:00:00,Chicken_Breast,133,5.4,718.78,0,0,1,0
2023-10-29 00:00:00,Chicken_Breast,135,5.41,730.4,0,0,1,0
2023-10-30 00:00:00,Chicken_Breast,133,5.42,720.74,0,0,0,0
2023-10-31 00:00:00,Chicken_Breast,150,5.43,813.94,0,0,0,0
2023-11-01 00:00:00,Chicken_Breast,157,5.43,853.08,0,0,0,0
2023-11-02 00:00:00,Chicken_Breast,145,5.44,788.24,0,0,0,0
2023-11-03 00:00:00,Chicken_Breast,137,5.43,744.25,0,0,0,0
2023-11-04 00:00:00,Chicken_Breast,133,5.43,721.77,0,0,1,0
2023-11-05 00:00:00,Chicken_Breast,141,5.43,765.36,0,0,1,0
2023-11-06 00:00:00,Chicken_Breast,168,5.42,910.84,0,0,0,0
2023-11-07 00:00:00,Chicken_Breast,151,5.43,819.2,0,0,0,0
2023-11-08 00:00:00,Chicken_Breast,155,5.42,840.45,0,0,0,0
2023-11-09 00:00:00,Chicken_Breast,154,5.42,834.48,0,0,0,0
2023-11-10 00:00:00,Chicken_Breast,160,5.42,867.68,0,1,0,0
2023-11-11 00:00:00,Chicken_Breast,140,5.43,759.96,0,0,1,0
2023-11-12 00:00:00,Chicken_Breast,141,5.43,765.7,0,0,1,0
2023-11-13 00:00:00,Chicken_Breast,135,5.43,733.37,0,0,0,0
2023-11-14 00:00:00,Chicken_Breast,140,5.43,759.82,0,0,0,0
2023-11-15 00:00:00,Chicken_Breast,156,5.43,847.11,0,0,0,0
2023-11-16 00:00:00,Chicken_Breast,162,5.43,879.35,0,0,0,0
2023-11-17 00:00:00,Chicken_Breast,132,5.43,717.35,0,0,0,0
2023-11-18 00:00:00,Chicken_Breast,144,5.44,783.23,0,0,1,0
2023-11-19 00:00:00,Chicken_Breast,133,5.43,722.43,0,0,1,0
2023-11-20 00:00:00,Chicken_Breast,186,4.91,913.15,1,0,0,0
2023-11-21 00:00:00,Chicken_Breast,202,4.95,999.23,1,0,0,0
2023-11-22 00:00:00,Chicken_Breast,215,5.02,1079.56,1,0,0,0
2023-11-23 00:00:00,Chicken_Breast,206,4.8,987.98,1,1,0,0
2023-11-24 00:00:00,Chicken_Breast,185,5.07,937.6,1,0,0,0
2023-11-25 00:00:00,Chicken_Breast,198,4.96,981.41,1,0,1,0
2023-11-26 00:00:00,Chicken_Breast,191,4.96,947.97,1,0,1,0
2023-11-27 00:00:00,Chicken_Breast,145,5.44,789.35,0,0,0,0
2023-11-28 00:00:00,Chicken_Breast,147,5.44,800.15,0,0,0,0
2023-11-29 00:00:00,Chicken_Breast,161,5.44,876.57,0,0,0,0
2023-11-30 00:00:00,Chicken_Breast,157,5.45,856.1,0,0,0,0
2023-12-01 00:00:00,Chicken_Breast,141,5.46,769.39,0,0,0,0
2023-12-02 00:00:00,Chicken_Breast,145,5.46,791.98,0,0,1,0
2023-12-03 00:00:00,Chicken_Breast,154,5.46,841.42,0,0,1,0
2023-12-04 00:00:00,Chicken_Breast,153,5.47,836.85,0,0,0,0
2023-12-05 00:00:00,Chicken_Breast,175,5.47,957.76,0,0,0,0
2023-12-06 00:00:00,Chicken_Breast,157,5.47,859.35,0,0,0,0
2023-12-07 00:00:00,Chicken_Breast,162,5.48,888.4,0,0,0,0
2023-12-08 00:00:00,Chicken_Breast,136,5.49,746.26,0,0,0,0
2023-12-09 00:00:00,Chicken_Breast,169,5.49,927.33,0,0,1,0
2023-12-10 00:00:00,Chicken_Breast,134,5.48,734.67,0,0,1,0
2023-12-11 00:00:00,Chicken_Breast,165,5.49,905.97,0,0,0,0
2023-12-12 00:00:00,Chicken_Breast,163,5.49,894.3,0,0,0,0
2023-12-13 00:00:00,Chicken_Breast,155,5.49,850.54,0,0,0,0
2023-12-14 00:00:00,Chicken_Breast,154,5.49,845.2,0,0,0,0
2023-12-15 00:00:00,Chicken_Breast,136,5.48,745.74,0,0,0,0
2023-12-16 00:00:00,Chicken_Breast,142,5.49,779.31,0,0,1,0
2023-12-17 00:00:00,Chicken_Breast,160,5.49,877.8,0,0,1,0
2023-12-18 00:00:00,Chicken_Breast,203,5.06,1027.85,1,0,0,0
2023-12-19 00:00:00,Chicken_Breast,208,5.1,1060.01,1,0,0,0
2023-12-20 00:00:00,Chicken_Breast,181,4.96,897.73,1,0,0,0
2023-12-21 00:00:00,Chicken_Breast,196,5.06,992.46,1,0,0,0
2023-12-22 00:00:00,Chicken_Breast,176,4.94,869.46,1,0,0,0
2023-12-23 00:00:00,Chicken_Breast,192,5.03,965.49,1,0,1,0
2023-12-24 00:00:00,Chicken_Breast,188,5.1,959.53,1,0,1,0
2023-12-25 00:00:00,Chicken_Breast,209,5.13,1072.62,1,1,0,0
2023-12-26 00:00:00,Chicken_Breast,209,5.06,1058.06,1,0,0,0
2023-12-27 00:00:00,Chicken_Breast,223,5.16,1150.37,1,0,0,0
2023-12-28 00:00:00,Chicken_Breast,196,5.13,1004.58,1,0,0,0
2023-12-29 00:00:00,Chicken_Breast,189,5.19,980.7,1,0,0,0
2023-12-30 00:00:00,Chicken_Breast,182,5.18,942.78,1,0,1,0
2023-12-31 00:00:00,Chicken_Breast,193,4.91,948.44,1,0,1,0
2024-01-01 00:00:00,Chicken_Breast,174,5.47,951.17,0,1,0,0
2024-01-02 00:00:00,Chicken_Breast,170,5.47,929.77,0,0,0,0
2024-01-03 00:00:00,Chicken_Breast,158,5.48,865.97,0,0,0,0
2024-01-04 00:00:00,Chicken_Breast,160,5.48,876.95,0,0,0,0
2024-01-05 00:00:00,Chicken_Breast,169,5.49,927.46,0,0,0,0
2024-01-06 00:00:00,Chicken_Breast,146,5.49,801.63,0,0,1,0
2024-01-07 00:00:00,Chicken_Breast,155,5.48,849.51,0,0,1,0
2024-01-08 00:00:00,Chicken_Breast,161,5.49,883.1,0,0,0,0
2024-01-09 00:00:00,Chicken_Breast,172,5.49,944.23,0,0,0,0
2024-01-10 00:00:00,Chicken_Breast,174,5.49,955.33,0,0,0,0
2024-01-11 00:00:00,Chicken_Breast,160,5.49,878.87,0,0,0,0
2024-01-12 00:00:00,Chicken_Breast,155,5.5,852.62,0,0,0,0
2024-01-13 00:00:00,Chicken_Breast,173,5.51,953.56,0,0,1,0
2024-01-14 00:00:00,Chicken_Breast,149,5.51,821.58,0,0,1,0
2024-01-15 00:00:00,Chicken_Breast,171,5.51,942.85,0,1,0,0
2024-01-16 00:00:00,Chicken_Breast,179,5.52,987.5,0,0,0,0
2024-01-17 00:00:00,Chicken_Breast,182,5.53,1005.75,0,0,0,0
2024-01-18 00:00:00,Chicken_Breast,178,5.53,984.56,0,0,0,0
2024-01-19 00:00:00,Chicken_Breast,148,5.53,818.21,0,0,0,0
2024-01-20 00:00:00,Chicken_Breast,153,5.53,845.79,0,0,1,0
2024-01-21 00:00:00,Chicken_Breast,160,5.53,884.83,0,0,1,0
2024-01-22 00:00:00,Chicken_Breast,181,5.53,1001.43,0,0,0,0
2024-01-23 00:00:00,Chicken_Breast,194,5.53,1072.74,0,0,0,0
2024-01-24 00:00:00,Chicken_Breast,184,5.53,1017.81,0,0,0,0
2024-01-25 00:00:00,Chicken_Breast,179,5.53,990.23,0,0,0,0
2024-01-26 00:00:00,Chicken_Breast,154,5.53,852.09,0,0,0,0
2024-01-27 00:00:00,Chicken_Breast,171,5.54,946.62,0,0,1,0
2024-01-28 00:00:00,Chicken_Breast,161,5.53,890.85,0,0,1,0
2024-01-29 00:00:00,Chicken_Breast,166,5.52,917.03,0,0,0,0
2024-01-30 00:00:00,Chicken_Breast,170,5.52,938.94,0,0,0,0
2024-01-31 00:00:00,Chicken_Breast,167,5.53,923.22,0,0,0,0
2024-02-01 00:00:00,Chicken_Breast,150,5.53,828.93,0,0,0,0
2024-02-02 00:00:00,Chicken_Breast,168,5.53,928.64,0,0,0,0
2024-02-03 00:00:00,Chicken_Breast,143,5.53,790.45,0,0,1,0
2024-02-04 00:00:00,Chicken_Breast,160,5.52,883.39,0,0,1,0
2024-02-05 00:00:00,Chicken_Breast,164,5.52,905.6,0,0,0,0
2024-02-06 00:00:00,Chicken_Breast,177,5.52,977.66,0,0,0,0
2024-02-07 00:00:00,Chicken_Breast,179,5.52,988.01,0,0,0,0
2024-02-08 00:00:00,Chicken_Breast,175,5.52,965.86,0,0,0,0
2024-02-09 00:00:00,Chicken_Breast,140,5.52,772.31,0,0,0,0
2024-02-10 00:00:00,Chicken_Breast,174,5.51,959.17,0,0,1,0
2024-02-11 00:00:00,Chicken_Breast,157,5.51,865.8,0,0,1,0
2024-02-12 00:00:00,Chicken_Breast,170,5.52,938.6,0,0,0,0
2024-02-13 00:00:00,Chicken_Breast,178,5.52,983.33,0,0,0,0
2024-02-14 00:00:00,Chicken_Breast,186,5.52,1027.54,0,0,0,0
2024-02-15 00:00:00,Chicken_Breast,176,5.52,971.43,0,0,0,0
2024-02-16 00:00:00,Chicken_Breast,157,5.52,867.05,0,0,0,0
2024-02-17 00:00:00,Chicken_Breast,211,4.98,1051.08,1,0,1,0
2024-02-18 00:00:00,Chicken_Breast,206,4.94,1017.27,1,0,1,0
2024-02-19 00:00:00,Chicken_Breast,221,5.09,1125.48,1,1,0,0
2024-02-20 00:00:00,Chicken_Breast,216,5.16,1115,1,0,0,0
2024-02-21 00:00:00,Chicken_Breast,241,5.21,1256.49,1,0,0,0
2024-02-22 00:00:00,Chicken_Breast,230,4.95,1138.77,1,0,0,0
2024-02-23 00:00:00,Chicken_Breast,163,5.5,896.2,0,0,0,0
2024-02-24 00:00:00,Chicken_Breast,177,5.49,972.41,0,0,1,0
2024-02-25 00:00:00,Chicken_Breast,168,5.49,923.06,0,0,1,0
2024-02-26 00:00:00,Chicken_Breast,161,5.49,884.51,0,0,0,0
2024-02-27 00:00:00,Chicken_Breast,194,5.5,1066.85,0,0,0,0
2024-02-28 00:00:00,Chicken_Breast,178,5.51,980.03,0,0,0,0
2024-02-29 00:00:00,Chicken_Breast,204,5.51,1125.06,0,0,0,0
2024-03-01 00:00:00,Chicken_Breast,165,5.51,908.85,0,0,0,0
2024-03-02 00:00:00,Chicken_Breast,163,5.51,898.11,0,0,1,0
2024-03-03 00:00:00,Chicken_Breast,179,5.52,988.63,0,0,1,0
2024-03-04 00:00:00,Chicken_Breast,167,5.53,923.32,0,0,0,0
2024-03-05 00:00:00,Chicken_Breast,168,5.53,928.33,0,0,0,0
2024-03-06 00:00:00,Chicken_Breast,221,5.13,1133.93,1,0,0,0
2024-03-07 00:00:00,Chicken_Breast,204,5.15,1050.12,1,0,0,0
2024-03-08 00:00:00,Chicken_Breast,203,5.19,1052.86,1,0,0,0
2024-03-09 00:00:00,Chicken_Breast,200,5.24,1047.94,1,0,1,0
2024-03-10 00:00:00,Chicken_Breast,192,5.06,971.67,1,0,1,0
2024-03-11 00:00:00,Chicken_Breast,201,5.19,1042.79,1,0,0,0
2024-03-12 00:00:00,Chicken_Breast,180,5.54,997,0,0,0,0
2024-03-13 00:00:00,Chicken_Breast,203,5.55,1125.88,0,0,0,0
2024-03-14 00:00:00,Chicken_Breast,173,5.54,958.38,0,0,0,0
2024-03-15 00:00:00,Chicken_Breast,174,5.54,964.23,0,0,0,0
2024-03-16 00:00:00,Chicken_Breast,179,5.54,991.09,0,0,1,0
2024-03-17 00:00:00,Chicken_Breast,182,5.53,1006.2,0,0,1,0
2024-03-18 00:00:00,Chicken_Breast,185,5.53,1022.45,0,0,0,0
2024-03-19 00:00:00,Chicken_Breast,185,5.53,1023.83,0,0,0,0
2024-03-20 00:00:00,Chicken_Breast,177,5.53,978.81,0,0,0,0
2024-03-21 00:00:00,Chicken_Breast,175,5.53,968.11,0,0,0,0
2024-03-22 00:00:00,Chicken_Breast,148,5.53,818.62,0,0,0,0
2024-03-23 00:00:00,Chicken_Breast,175,5.53,967.75,0,0,1,0
2024-03-24 00:00:00,Chicken_Breast,183,5.53,1012.55,0,0,1,0
2024-03-25 00:00:00,Chicken_Breast,161,5.52,889.26,0,0,0,0
2024-03-26 00:00:00,Chicken_Breast,191,5.53,1056.57,0,0,0,0
2024-03-27 00:00:00,Chicken_Breast,197,5.53,1089.85,0,0,0,0
2024-03-28 00:00:00,Chicken_Breast,183,5.54,1013.22,0,0,0,0
2024-03-29 00:00:00,Chicken_Breast,175,5.54,969.07,0,0,0,0
2024-03-30 00:00:00,Chicken_Breast,166,5.53,918.29,0,0,1,0
2024-03-31 00:00:00,Chicken_Breast,169,5.54,935.88,0,0,1,0
2024-04-01 00:00:00,Chicken_Breast,187,5.53,1034.94,0,0,0,0
2024-04-02 00:00:00,Chicken_Breast,181,5.53,1001.25,0,0,0,0
2024-04-03 00:00:00,Chicken_Breast,180,5.54,997.49,0,0,0,0
2024-04-04 00:00:00,Chicken_Breast,188,5.55,1042.97,0,0,0,0
2024-04-05 00:00:00,Chicken_Breast,174,5.55,966.51,0,0,0,0
2024-04-06 00:00:00,Chicken_Breast,164,5.55,910.25,0,0,1,0
2024-04-07 00:00:00,Chicken_Breast,173,5.55,960.17,0,0,1,0
2024-04-08 00:00:00,Chicken_Breast,172,5.56,955.68,0,0,0,0
2024-04-09 00:00:00,Chicken_Breast,189,5.56,1050.28,0,0,0,0
2024-04-10 00:00:00,Chicken_Breast,201,5.56,1116.89,0,0,0,0
2024-04-11 00:00:00,Chicken_Breast,180,5.56,999.94,0,0,0,0
2024-04-12 00:00:00,Chicken_Breast,172,5.56,956.38,0,0,0,0
2024-04-13 00:00:00,Chicken_Breast,171,5.56,950.69,0,0,1,0
2024-04-14 00:00:00,Chicken_Breast,169,5.55,937.78,0,0,1,0
2024-04-15 00:00:00,Chicken_Breast,173,5.55,959.34,0,0,0,0
2024-04-16 00:00:00,Chicken_Breast,182,5.54,1008.92,0,0,0,0
2024-04-17 00:00:00,Chicken_Breast,166,5.55,920.51,0,0,0,0
2024-04-18 00:00:00,Chicken_Breast,170,5.54,942.25,0,0,0,0
2024-04-19 00:00:00,Chicken_Breast,156,5.54,864.22,0,0,0,0
2024-04-20 00:00:00,Chicken_Breast,147,5.54,814.92,0,0,1,0
2024-04-21 00:00:00,Chicken_Breast,162,5.54,897.93,0,0,1,0
2024-04-22 00:00:00,Chicken_Breast,175,5.55,970.67,0,0,0,0
2024-04-23 00:00:00,Chicken_Breast,190,5.55,1053.85,0,0,0,0
2024-04-24 00:00:00,Chicken_Breast,190,5.55,1055.37,0,0,0,0
2024-04-25 00:00:00,Chicken_Breast,175,5.56,972.61,0,0,0,0
2024-04-26 00:00:00,Chicken_Breast,172,5.56,956.44,0,0,0,0
2024-04-27 00:00:00,Chicken_Breast,169,5.57,940.63,0,0,1,0
2024-04-28 00:00:00,Chicken_Breast,174,5.57,968.89,0,0,1,0
2024-04-29 00:00:00,Chicken_Breast,164,5.57,913.48,0,0,0,0
2024-04-30 00:00:00,Chicken_Breast,159,5.57,885.19,0,0,0,0
2024-05-01 00:00:00,Chicken_Breast,193,5.57,1074.13,0,0,0,0
2024-05-02 00:00:00,Chicken_Breast,183,5.57,1018.82,0,0,0,0
2024-05-03 00:00:00,Chicken_Breast,160,5.57,890.69,0,0,0,0
2024-05-04 00:00:00,Chicken_Breast,144,5.57,801.84,0,0,1,0
2024-05-05 00:00:00,Chicken_Breast,161,5.57,896.69,0,0,1,0
2024-05-06 00:00:00,Chicken_Breast,183,5.57,1019.05,0,0,0,0
2024-05-07 00:00:00,Chicken_Breast,173,5.56,961.67,0,0,0,0
2024-05-08 00:00:00,Chicken_Breast,173,5.56,962.46,0,0,0,0
2024-05-09 00:00:00,Chicken_Breast,180,5.57,1002.16,0,0,0,0
2024-05-10 00:00:00,Chicken_Breast,150,5.56,834.27,0,0,0,0
2024-05-11 00:00:00,Chicken_Breast,186,5.55,1033.04,0,0,1,0
2024-05-12 00:00:00,Chicken_Breast,170,5.55,943.55,0,0,1,0
2024-05-13 00:00:00,Chicken_Breast,167,5.55,927.13,0,0,0,0
2024-05-14 00:00:00,Chicken_Breast,190,5.55,1054.98,0,0,0,0
2024-05-15 00:00:00,Chicken_Breast,197,5.56,1095.19,0,0,0,0
2024-05-16 00:00:00,Chicken_Breast,189,5.56,1050.29,0,0,0,0
2024-05-17 00:00:00,Chicken_Breast,176,5.56,978.03,0,0,0,0
